name,address,cuisine,price,rating,review_count
The Stable House Bistro,1520 W 13th Ave,Bistro,$$,4.3,271
East is East,4433 Main St,Organic,$$,4.4,1334
Raga Restaurant,1177 W Broadway,Indian,$$,4.6,278
MeeT on Main,4288 Main St,Vegetarian,$$,4.5,2196
Chef Claire's,3610 Main St,Restaurant,,4.8,19
Heirloom Vegetarian Restaurant,1509 W 12th Ave,Vegetarian,$$,4.4,1222
Thai Away Home at City Square,555 W 12th Ave #28,Restaurant,,4.4,16
Dock Lunch,152 E 11th Ave,Restaurant,$$,4.5,141
El Camino's,3250 Main St,Latin American,$$,4.3,869
Long's Noodle House,4853 Main St,Shanghainese,$,4.2,593
The Acorn Restaurant,3995 Main St,Vegetarian,$$$,4.5,1161
Saku Broadway,548 W Broadway,Japanese,$$,4.4,497
Caffe Barney on Granville,2975 Granville St,Restaurant,$$,4.3,401
Soho Tea Room,3466 Cambie St,Chinese,$$,3.6,473
Samurai Sushi House,5888 Cambie St,Sushi,$,3.9,823
Kind Cafe,3080 Main St,Vegan,$$,4.7,184
The Arbor Restaurant,3941 Main St,Vegetarian,$$,4.3,603
Uma Sushi,450 W 8th Ave,Authentic Japanese,,4.5,243
Chaise,4444 Main St,Restaurant,$$,4.1,414
Sprezzatura Restaurant,265 Kingsway,Italian,$$,4.4,214
Hawkers Delight Deli,4127 Main St,Malaysian,$,4.4,715
Anh and Chi,3388 Main St,Vietnamese,$$,4.3,1967
Sun Garden Chinese Restaurant,3832 Oak St,Chinese,,3.5,94
The Shameful Tiki Room,4362 Main St,Polynesian restaurant,$$,4.5,1225
Helen's Grill,4102 Main St,Diner,$,4.2,428
Tocador,2610 Main St,Restaurant,$$,4.3,253
Pho Tan Restaurant,4598 Main St,Asian,$,4.2,512
Bon Cafe,4909 Main St,Pho,$,4.4,232
Hot Delivery Chinese Food,3002 Cambie St,Chinese Delivery,,3.8,127
Portland Craft,3835 Main St,Restaurant,$$,4.1,903
Heiwa Jida Enterprises Inc,778 W 16th Ave,Restaurant,,,
Sawasdee Thai Restaurant,4250 Main St,Thai,$$,4.4,735
Paul's Omelettery Restaurant,2211 Granville St,Breakfast,$$,4.3,829
Kim Son Vietnamese Food,555 W 12th Ave #030,Restaurant,,4.6,12
5 Spice Vietnamese Cuisine,1513 W Broadway,Vietnamese,$,4.4,74
Gyu-Kaku Japanese BBQ,950 W Broadway #201,Yakiniku,$$,4.5,1336
Subway,3297 Cambie St Unit #2,Sandwich,$,3.6,52
Autostrada Osteria Main Street,4811 Main St,Italian,$$,4.4,244
Nam Nam Noodle,4191 Main St,Chinese Noodles,$,4.3,195
Bob Likes Thai Food.,3755 Main Street @ E 21st Ave,Thai,$$,4.3,523
Pepper Lunch,2323 Cambie St,Japanese,$$,4.2,433
Papa's Gourmet Pizza,3030 Main St,Pizza,$,4.7,247
CHI HOUSE,4063 Main St,Sichuan,,4.1,113
Simply Delicious Restaurant & Bar,4316 Main St,Asian Fusion,$,4.1,241
Fiore - South Granville,1485 W 12th Ave,Italian,$$,4.2,102
Martini's Whole Wheat Pizza,151 Broadway W,Pizza,$$,4.4,659
Copa Cafe,4032 Cambie St,Chinese,$$,3.4,593
Sun Sui Wah,3888 Main St,Chinese,$$,4.1,1610
Ignite Pizzeria,2588 Main St,Pizza,,4.4,580
SUSHI HUB,4855 Main St,Sushi,$$,4.3,239
The Cascade Room,2616 Main St,Restaurant,$$,4.2,620
Sushi Bar Ajisai,2081 W 42nd Ave,Sushi,$$,4.5,749
Boiling Point,4148 Main St,Hot Pot,$$,4.1,538
French Table,3916 Main St,Restaurant,$$$,3.9,200
Mitra Canteen,3034 Main St,Middle Eastern,$,4.0,127
Sushi Mura,6485 Oak St,Japanese,$,4.1,937
Kwong Chow Congee & Noodle House,3163 Main St,Cantonese,$,3.9,536
Cactus Club Cafe West Broadway,1530 W Broadway,Restaurant,$$,4.3,864
Yu Xiang Yuan Restaurant,6591 Fraser St,Chinese,$,4.3,365
Pho Goodness (Main Street,3079 Main St,Vietnamese,$,4.2,747
Haiyi Seafood Restaurant,4818 Main St,Takeout Restaurant,$$,4.0,386
Branas Mediterranean Grill,617 Stamps Landing,Mediterranean,$$,4.2,305
Jitlada Thai Restaurant,118 W 6th Ave,Thai,$$,4.1,140
Fable Kitchen,1944 W 4th Ave,Restaurant,$$$,4.5,913
Lin Chinese Cuisine and Tea House,1537 W Broadway,Chinese,$$,4.0,432
Chutney Villa South Indian Cuisine,147 E Broadway,Indian,$$,4.0,459
Madras Spice Restaurant,6260 Fraser St,Indian,$,4.2,674
Slickity Jim's Chat 'n' Chew,3475 Main St,Breakfast,$$,4.3,578
Hyde Restaurant & Lounge,2960 Main St,Grill,$,4.2,173
Church's Chicken,3425 Main St,Fast Food,$,4.0,992
Dong Tai Xiang Shanghai Dim Sum,3250 Cambie St,Restaurant,,3.5,178
叫了个鸡 Vancouver Chirpyhut Fried Chicken,3088 Cambie St,Restaurant,,4.1,7
Earls Kitchen + Bar,1601 W Broadway,Restaurant,$$,4.0,1389
Zakkushi Dining on Main,4075 Main St,Izakaya,$$,4.2,630
Uncle Fatih's Pizza - CAMBIE,477 W 8th Ave,Pizza,$,4.2,349
Feedback Feeds - Restaurants Satisfaction Metrics,592 W 16th Ave #206,Restaurant,,,
B House Restaurant,2270 Commercial Dr,Asian Fusion,,4.9,74
Fatburger West Broadway,255 W Broadway,Restaurant,$$,4.1,584
La Terrazza,1088 Cambie St,Italian,$$$,4.3,415
Kaori Izakaya,3043 Main St,Japanese,$,4.2,167
A&W Canada,650 W 41st Ave W,Hamburger,$,3.7,95
Ro Sushi Japanese Bistro,678 W Broadway,Asian,$,3.9,232
Nando's Kerrisdale,2064 W 41st Ave,Chicken,$$,4.1,684
Jam Cafe Kitsilano,2153 W 4th Ave,Restaurant,$$,4.7,512
Lemonade Gluten Free Bakery,3385 Cambie St,Bakery,$$,4.6,354
Burdock & Co,2702 Main St,Small Plates,$$$,3.9,259
Sushivan,2566 Granville St,Sushi,$,4.2,374
OEB Breakfast Co.,1137 Marinaside Crescent,Breakfast,$$,4.5,858
Cactus Club Cafe Broadway + Ash,575 W Broadway,Restaurant,$$,4.2,1391
The General Public Sushi Lodge,3289 Main St,Sushi,$$,4.3,987
Dairy Queen Grill & Chill,2888 Main St,Fast Food,$,4.1,262
Nikkyu Japanese Restaurant,3302 Main St,Sushi,$,3.9,318
Wendy's,480 W 8th Ave,Fast Food,$,3.8,1683
Shanghai Lu Restaurant,705 W Broadway,Shanghainese,$$,3.7,304
Pokedoki - Poke,693 W Broadway,Hawaiian,,4.5,134
iDen & Quan Ju De Beijing Duck House (全聚德,2808 Cambie St,Fine Dining,,4.1,425
Farmer's Apprentice Restaurant,1535 W 6th Ave,Restaurant,$$,4.3,265
Browns Crafthouse Main Street,E 16th Ave #202,Restaurant,$$,4.3,132
Browns Crafthouse Main Street,E 16th Ave #202,Restaurant,$$,4.3,132
Sula Indian Restaurant - Main Street,4172 Main St,Indian,,4.4,23
Hala restaurant,4129 Main St,Restaurant,,,
Planetary Burger,3088 Main St,Restaurant,,4.0,237
Maenam,1938 W 4th Ave,Thai,$$$,4.3,695
Thai Away Home on Robson,1081 Granville St,Restaurant,,4.4,59
Panago Pizza,8333 Granville St,Pizza,$$,4.1,64
Trafiq,4216 Main St,Bakery,$$,4.5,801
Marutama Gaiden,2858 Main St,Ramen,$$,4.1,439
Peninsula (Oakridge) Seafood Restaurant,650 W 41st Ave,Seafood,,3.4,255
Earls Kitchen + Bar,1095 Mainland St,Restaurant,$$,4.1,1787
Colony Bar Main Street,2904 Main St,Restaurant,$$,4.1,889
Café at VanDusen,5151 Oak St,Restaurant,,3.5,105
IHOP,950 W Broadway Suite 200,Restaurant,$$,3.7,941
Aling Ening Restaurant,4253 Fraser St,Filipino,$,4.5,70
Angel Cafe,5995 Fraser St,Chinese,$,3.8,522
Thai Away Home on Granville,1081 Granville St,Thai,$,4.3,213
Dream Sushi,4401 Main St,Sushi,$$,3.8,307
Bob Likes Thai Food,1521 W Broadway,Thai,$$,4.3,573
Cactus Club Cafe Yaletown,357 Davie St,Restaurant,$$,4.2,1253
Royal Seoul House Restaurant,1215 W Broadway,Korean,$$,3.8,473
Sal y Limón,701 Kingsway #5,Mexican,$,4.5,3741
Minato Sushi Restaurant (Vancouver BC,1001 W Broadway #102,Sushi,$,3.7,220
Egg & Co.,4245 Fraser St,Brunch,$$,4.0,226
Slice Of Chicago Deep Dish Pizza,5812 Fraser St,Pizza,,3.9,213
Les Faux Bourgeois,663 E 15th Ave,French,$$$,4.6,937
Nando's Davie & Howe (Downtown,828 Davie St,Chicken,$$,4.1,1248
Z&W Shanghai Kitchen 龙餐馆 - 龍上海菜,2126 W Broadway,Shanghainese,,4.2,64
Kalvin's Restaurant,5225 Victoria Dr,Taiwanese,$$,4.3,366
Sushi Bang,Cambie St CA,Japanese,$$,3.7,207
Akbar's Own Indian Restaurant,1905 W Broadway,Indian,,4.1,292
Main Kabab Hut,215 E 49th Ave,Restaurant,$,3.8,247
Como Taperia,201 E 7th Ave,Spanish,$$,4.4,415
Noodlebox,1867 W 4th Ave,Asian Fusion,$$,3.7,477
Boston Pizza,1333 Broadway W Suite 190,Pizza,$$,3.8,536
JJ Bean Coffee Roasters,3399 Cambie St,Cafe,$$,4.2,368
Tim Hortons,5866 Cambie St,Restaurant,,,
Mangos Lounge,1180 Howe St,Mexican,$$,4.0,414
All India Sweets & Restaurant,6560 Main St,Indian,$$,3.7,537
Soup Zone,555 W 12th Ave #032,Restaurant,,3.4,12
Pho Extreme Xe Lua,457 W Broadway,Pho,$,3.6,495
McDonald's,4445 Main St,Fast Food,$,3.5,567
The Mighty Oak,198 W 18th Ave,Coffee shop,$$,4.7,251
Galaxy Grill at Planet Bingo,2655 Main St,Grill,,5.0,1
A&W Canada,555 12th Ave W Unit 25,Hamburger,$,3.4,57
Bangkok City Cafe,2953 W 4th Ave,Thai,$$,4.5,154
Earls Kitchen + Bar,905 Hornby St,Restaurant,$$,4.2,1953
usagi sweets,3720 Oak St,Japanese cheap sweets shop,,4.7,98
Earls Kitchen + Bar,1185 Robson St,Restaurant,$$,4.2,1394
Cactus Club Cafe Robson,1136 Robson St,Restaurant,$$,4.3,814
Sabra Kosher Bakery Ltd,3844 Oak St,Bakery,,4.5,2
Neighbour's Restaurant & Pizza House,6493 Victoria Dr,Pizza,$$,4.1,546
Cosy Inn Cafe,4455 Dunbar St,Breakfast,$,4.1,113
Jules Bistro,216 Abbott St,French,$$,4.3,475
Panago Pizza,120-511 SW Marine Dr,Pizza,$$,3.9,43
Five Sails Restaurant,999 Canada Pl,Fine Dining,$$$$,4.5,312
Gotham Steakhouse & Cocktail Bar,615 Seymour St,Steak,$$$$,4.6,1495
Cactus Club Cafe Bentall 5,588 Burrard St,Restaurant,$$,4.4,1888
Best Quality Sweets & Rest,7260 Main St,Vegetarian,$,4.0,249
Mali Thai Restaurant,2710 Main St,Thai,,3.2,196
Denny's,622 SW Marine Dr,Restaurant,$$,3.9,1688
Deja Brew Coffeehouse + Fresh Food Cafe,943 W Broadway,Cafe,,4.4,87
The Pizza King,1464 E Broadway,Pizza,,4.1,97
Chu Kiang Chinese Restaurant,6491 Knight St,Chinese,,3.9,75
Ariane Benjamin,,Real estate agents,,5.0,15
The Boathouse Restaurant,1305 Arbutus St,Restaurant,$$$,4.0,1286
Original Joe's Restaurant & Bar,298 Robson St,Restaurant,$$,3.9,567
Glowbal,590 W Georgia St,Fusion restaurant,$$$,4.0,1618
Ba-Le Deli & Bakery,701 Kingsway,Bakery,$,4.4,384
KFC,650 W 41st Ave,Fast Food,$,3.0,77
Noodlebox,839 Homer St,Asian Fusion,$$,3.7,546
Indian Fusion Restaurant,2045 Lonsdale Ave,Indian,$$,4.6,681
McKim Wonton Mein Saga,2780 Kingsway,Chinese,$,4.1,283
BC Liquor Stores 39Th & Cambie,5555 Cambie St,Liquor store,,4.5,1282
Pizza Hut,3425 Main St,Pizza,$$,3.0,202
