name,address,cuisine,price,rating,review_count
Yah Yah Ya Ramen Downtown,570 Robson St,Ramen,$,4.2,697
ZAC-ZAC Japanese Curry House,590 Robson St,Japanese,$,4.2,168
Freshslice Pizza,549 W Pender St,Pizza,$,4.0,212
Unwind,1110 Howe St,Restaurant,,3.8,14
Mangos Lounge,1180 Howe St,Mexican,$$,4.0,414
Triple O's CBC,700 Hamilton St #10,Hamburger,,4.0,384
Jako Sushi,656 Davie St,Sushi,,4.1,162
Chopped Leaf,488 Robson St,Salad,$$,4.1,184
Kissa Tanto,263 E Pender St,Fusion restaurant,$$$,4.6,761
Little Saigon Yaletown,1263 Pacific Blvd,Vietnamese,$$,4.0,301
Tractor Everyday Healthy Foods - Pender,700 W Pender St Unit 102B,Restaurant,,3.9,32
Copper Chimney Restaurant - Indian Grill & Bar,567 Hornby St,Indian,$$$,3.8,355
Belgard Kitchen,55 Dunlevy Ave,Canadian,$$,4.5,838
Delicious Pho,255 Robson St,Vietnamese,$,3.8,734
Fat Mao Noodles,217 E Georgia St,Noodle Shop,$$,4.5,609
Cafe il Nido,780 Richards St,Restaurant,,,
Oceans 999,999 Canada Pl #300,Pacific Northwest,,3.8,83
The Sandbar Seafood Restaurant,1535 Johnston Street Creekhouse #102,Seafood,$$$,4.4,2680
Noodlebox,108 W Hastings St,Asian Fusion,$$,3.7,391
The Keg Steakhouse + Bar - Alberni,1121 Alberni St,Restaurant,$$$,4.4,1496
Zefferelli's,1136 Robson St 2nd Floor,Italian,$$,4.3,790
Honjin Yaletown Sushi Restaurant,138 Davie St,Japanese,$$,3.9,174
Honey Salt,39 Smithe St,Family-friendly,,3.8,465
JOEY Bentall One,507 Burrard St,Restaurant,$$,4.3,1085
Browns Crafthouse Seymour St.,580 W Pender St,Grill,$$,4.3,615
JAPADOG,530 Robson St,Hot Dog,$,4.2,2600
Uva Wine & Cocktail Bar,900 Seymour St,Wine bar,$$,4.3,274
Forage,1300 Robson St,Pacific Northwest,$$,4.5,1296
New Town Bakery & Restaurant,148 E Pender St,Chinese bakery,$,4.2,1543
Jade Dynasty Restaurant,137 E Pender St,Restaurant,$$,4.1,582
Earls Kitchen + Bar,1185 Robson St,Restaurant,$$,4.2,1394
The Mackenzie Room,415 Powell St,Canadian,$$$,4.6,455
Cactus Club Cafe Robson,1136 Robson St,Restaurant,$$,4.3,814
Johnnie Fox's Irish Snug,1033 Granville St,Irish pub,$$,4.5,623
Cold Tea Restaurant,1193 Granville St,Restaurant,,4.5,114
OPUS Vancouver,,4-star hotel,,4.6,467
Tap & Barrel • Olympic Village,75 Athletes Way,Restaurant,$$,4.0,2216
Tractor Digital,666 Burrard St B19,Restaurant,,3.8,15
Rue 909 Sushi,909 Dunsmuir St,Sushi,$,3.8,254
Noodlebox,839 Homer St,Asian Fusion,$$,3.7,546
Freshii,870 W Cordova St,Restaurant,$$,3.8,219
Yui Japanese Bistro,1185 W Georgia St#102,Japanese,$$,4.4,239
The Deli Vancouver,1055 W Georgia St Unit 242,Sandwich,,4.5,63
Davie Dosa Company,1235 Davie St,Indian,$$,4.4,671
Moxie's Grill & Bar,180 W Georgia St,Grill,$$,3.6,403
Boston Pizza,869 Hornby St,Pizza,$$,3.7,840
Cardero's Restaurant,1583 Coal Harbour Quay,Seafood,$$$,4.5,3453
Sushi Maro Japanese Restaurant,1168 Mainland St #101,Sushi,$$,4.0,480
Victoria Chinese Restaurant,1055 W Georgia St,Cantonese,$$,3.6,332
Doner Stop,980 Granville St,Restaurant,,4.0,297
Mink Chocolates Cafe,863 W Hastings St,Chocolate cafe,,4.4,826
Black Pearl,530 Hornby St,Restaurant,,5.0,5
Mumbai Local Restaurant,1148 Davie St,Modern Indian restaurant,,4.2,537
Mott 32 Vancouver,1161 W Georgia St,Chinese,$$$$,4.0,388
White Spot Granville & Drake,718 Drake St,Family-friendly,$$,3.6,358
Floata Seafood Restaurant,180 Keefer St,Seafood,$$,3.6,716
Ebisu On Robson,827 Bute St,Japanese,$$,4.0,1050
The Vancouver Fish Company,1517 Anderson St,Seafood,$$,4.1,1339
Cazba Restaurant,1103 Davie St,Persian,$$,4.0,1325
Curry Fusion,542 Robson St,Indian,$,3.6,88
Dockside Restaurant,1253 Johnston St,Restaurant,$$$,4.0,656
Go Fish,1505 W 1st Ave,Fish & Chips,$$,4.4,1381
Panago Pizza,1199 W Pender St #101,Pizza Takeout,$$,4.2,67
The Keg Steakhouse + Bar - Granville Island,1499 Anderson St,Restaurant,$$$,4.2,1403
The Juice Truck Yaletown,1022 Mainland St,Cafe,,4.5,91
A&W Canada,603 Dunsmuir St,Hamburger,$,3.7,365
6 Degrees Eatery,1590 Coal Harbour Quay,Breakfast,$$,4.4,422
AnnaLena,1809 W 1st Ave,Canadian,$$$,4.7,870
Sura Korean Royal Cuisine Restaurant Vancouver,1518 Robson St,Korean,$$,4.4,1614
Apollonia Greek Restaurant,1830 Fir St,Takeout Restaurant,$$,4.5,276
Thai Express,CF Pacific Centre 701 W Georgia St,Restaurant,$,3.7,113
Nook,781 Denman St,Restaurant,$$,4.5,346
The Morrissey,1227 Granville St,Restaurant,$$,4.0,651
Fairmont Hotel Vancouver,,4-star hotel,,4.5,4029
Freshii,1185 W Georgia St,Health Food,$$,3.9,118
Kingyo,871 Denman St,Izakaya,$$,4.6,1614
Guu with Garlic,1698 Robson St,Izakaya,$$,4.4,1064
Boston Pizza,808 Beatty St,Pizza,$$,3.7,946
Malone's Social Lounge & Taphouse,608 W Pender St,Restaurant,$$,4.0,1637
Silk Dinner Lounge and Restaurant,132 Powell St,Indian,,4.3,288
Oddfish Restaurant,1889 W 1st Ave,Seafood,,4.6,293
Lift Bar Grill View - Downtown Vancouver,333 Menchion Mews,American,$$$,4.3,956
ChongQing on Robson,1260 Robson St,Sichuan,$$,3.9,356
España Restaurant,1118 Denman St,Spanish,$$,4.4,481
The Narrow Lounge,1898 Main St,Restaurant,$$,4.4,657
Kirin Restaurant,1172 Alberni St,Chinese,$$,3.7,819
Thida Thai Restaurant,1193 Davie St,Thai,$$,4.1,195
Triple O's,800 Griffiths Way,Fast Food,,3.6,13
Marutama Ra-men Canada / Westend,780 Bidwell St,Ramen,$,4.6,2107
McDonald's,275 Robson St #211,Fast Food,$,3.6,999
Dae Ji,519 Dunsmuir St,Korean,,3.5,278
Breka Bakery & Café (Davie,855 Davie St,Bakery,$,4.5,2176
McDonald's,200 Burrard St Unit 5 Waterfront Centre,Fast Food,$,3.5,487
Dynasty Seafood Restaurant,108-777 W Broadway,Chinese,$$$,4.2,1113
Tavola,1829 Robson St,Italian,$$,4.5,511
Heirloom Vegetarian Restaurant,1509 W 12th Ave,Vegetarian,$$,4.4,1222
Japadog,899 Burrard St,Hot Dog Stand,$,4.3,288
Au Comptoir,2278 W 4th Ave,French,$$,4.5,621
Bridges Restaurant,1696 Duranleau St,Seafood,$$,3.8,1588
Cazba Express,Granville St,Middle Eastern,,3.6,25
Japadog (trailer,BC-7A & W Pender St,Restaurant,,2.0,2
Tojo's Restaurant,1133 W Broadway,Japanese,$$$$,4.2,444
delhi6 Indian bistro,1766 W 7th Ave,Indian,$$,4.5,412
Bishop's,2183 W 4th Ave,Pacific Northwest,$$$$,4.7,234
Panago Pizza,1267 Pacific Blvd,Pizza Delivery,$$,4.0,60
Hook Seabar,1210 Denman St,Seafood,$$$,4.2,642
Gyu-Kaku Japanese BBQ,950 W Broadway #201,Yakiniku,$$,4.5,1336
Farmer's Apprentice Restaurant,1535 W 6th Ave,Restaurant,$$,4.3,265
Afghan Horsemen Restaurant,1833 Anderson St #202,Afghani,$$,4.3,1234
Mak N Ming,1629 Yew St,Restaurant,$$$,4.5,195
Peaceful Restaurant,532 W Broadway #110,Chinese,,4.1,607
Maenam,1938 W 4th Ave,Thai,$$$,4.3,695
Guu Davie,1239 Davie St,Izakaya,,4.3,103
Jam Cafe Kitsilano,2153 W 4th Ave,Restaurant,$$,4.7,512
Marcello Ristorante & Pizzeria,1404 Commercial Dr,Italian,$$,4.2,1424
Osteria Savio Volpe,615 Kingsway,Italian,$$$,4.6,1565
H Tasting Lounge,1601 Bayshore Dr.,Restaurant,,4.2,157
Grapes & Soda,1541 W 6th Ave,Restaurant,$$,4.6,260
Khaghan Restaurant Downtown,851 Denman St,Persian,,4.2,434
JAPADOG (Food Truck) at Vancouver BC,,Hot Dog,,3.5,2
The Liberty Distillery,1494 Old Bridge St,Distillery,,4.6,130
JAPADOG (Waterfront Station,600 W Cordova St,Hot Dog Stand,,4.6,21
Bandidas Taqueria,2781 Commercial Dr,Vegetarian,$$,4.4,2271
Les Faux Bourgeois,663 E 15th Ave,French,$$$,4.6,937
Blossom Dim Sum & Grill,808 Bute St,Restaurant,,3.7,251
Dinesty Dumpling House,1719 Robson St,Chinese,$$,4.1,1516
Italia Bella Bar & Grill,215 Kingsway,Italian,$$,4.5,227
BREWHALL,97 E 2nd Ave,Restaurant,$$,4.1,548
BiBo Pizzeria con Cucina,1835 W 4th Ave,Pizza,$$,4.2,383
Cactus Club Cafe English Bay,1790 Beach Ave,Restaurant,$$,4.4,2298
Triple O's Bentall Center,1055 Dunsmuir St Unit 407B,Fast Food,,3.7,66
Bar One,1088 Burrard St North Tower Lobby,Bar,,3.8,23
Fable Diner,151 Broadway East,Restaurant,$$,4.3,1503
Burdock & Co,2702 Main St,Small Plates,$$$,3.9,259
The Acorn Restaurant,3995 Main St,Vegetarian,$$$,4.5,1161
The Red Wagon,2128 E Hastings St,Restaurant,$$,4.3,1443
Ugly Dumpling,1590 Commercial Dr,Asian,,4.3,146
Purebread,159 W Hastings St,Bakery,$$,4.7,1357
Freshii,561 W Broadway,Health Food,$$,4.0,137
Havana Vancouver,1212 Commercial Dr,Restaurant,$$,4.2,1610
The Boathouse Restaurant,1305 Arbutus St,Restaurant,$$$,4.0,1286
Toshi Sushi,181 E 16th Ave,Sushi,$$,4.6,771
Sylvia's Restaurant and Lounge Sylvia Hotel,1154 Gilford St,Restaurant,$$,4.3,1241
Earls Kitchen + Bar,1601 W Broadway,Restaurant,$$,4.0,1389
Revolver,325 Cambie St,Cafe,$$,4.6,1650
Burger King,612 W Pender St,Fast Food,$,3.2,528
Via Tevere Pizzeria,1190 Victoria Dr,Pizza,$$,4.7,1292
Jamjar Canteen,2290 Commercial Dr,Lebanese,,4.3,935
Cactus Club Cafe West Broadway,1530 W Broadway,Restaurant,$$,4.3,864
The Fish Counter,3825 Main St,Seafood,$$,4.6,827
International Food Fair,530 Hornby St,Food court,,4.2,115
Gillaneh Grill House,1072 Denman St,Persian,$$,3.9,297
Thierry Alberni,1059 Alberni St,Dessert shop,$$$,4.4,2528
The Arbor Restaurant,3941 Main St,Vegetarian,$$,4.3,603
Zeitoon Restaurant,1795 Pendrell St,Persian,$$,3.8,480
Robba da Matti,Powell St,Italian,,4.0,2
El Camino's,3250 Main St,Latin American,$$,4.3,869
Silk N Spice,3035 W Broadway,Restaurant,,4.6,30
The Juice Truck 5th Ave,28 W 5th Ave,Restaurant,$$,4.4,191
MeeT on Main,4288 Main St,Vegetarian,$$,4.5,2196
Pink Peppercorn Seafood House,1485 Kingsway,Seafood,$$$,4.6,374
Neptune Chinese Kitchen 鳳鳴粥麵,1136 Alberni St,Chinese,$$,3.2,320
East is East,4433 Main St,Organic,$$,4.4,1334
Nammos Estiatorio,3980 Fraser St,Greek,$$,4.3,502
Anh and Chi,3388 Main St,Vietnamese,$$,4.3,1967
The Shameful Tiki Room,4362 Main St,Polynesian restaurant,$$,4.5,1225
Vancouver Foodie Tours,1592 Johnston St,Tour operator,,4.9,84
BeSIDE Forage,1300 Robson St,Restaurant,,5.0,1
the Kino,3456 Cambie St,Restaurant,$$,4.3,341
Seasons in the Park,W 33rd Ave,Restaurant,$$$,4.3,1624
Yaletown Brewing Company,1111 Mainland St,Brewery,$$,4.0,780
Teahouse in Stanley Park,7501 Stanley Park Dr,Seafood,$$,4.4,1571
Triple O's Science World,1455 Quebec St #55,Fast Food,,3.1,75
