name,address,cuisine,price,rating,review_count
Dunbar Pizza & Indian Food,3348 Dunbar St,Takeout Restaurant,$,4.3,197
Yagoto Sushi,2180 W Broadway,Sushi,,4.4,131
La Notte Restaurant,3307 Dunbar St,Italian,$$,4.2,206
Kuma Japanese Restaurant,Dunbar St,Japanese,$$,4.5,191
East Is East,3035 W Broadway,Afghani,$$,4.5,775
Super Hiro's Restaurant,2585 W Broadway,Japanese,,4.7,141
Hanppy to go vancouver,5555 West Blvd,Restaurant,,5.0,1
Sunshine Diner,2649 W Broadway,Diner,$$,4.3,500
Tera V Burger,2961 W Broadway,Fast Food,$,4.5,390
Temaki Sushi,2156 W Broadway,Sushi,$$,4.5,543
Jess' Restaurant,2179 W 41st Ave,Restaurant,,5.0,7
Viet Flavour Restaurant,1822 W Broadway,Vietnamese,,4.7,186
AnnaLena,1809 W 1st Ave,Canadian,$$$,4.7,870
Bishop's,2183 W 4th Ave,Pacific Northwest,$$$$,4.7,234
the kitchen dada sushi bar & grill,2535 Alma St,Restaurant,,4.8,103
Chef Hung Taiwanese Beef Noodle,2028 W 41st Ave,Taiwanese,$$,3.8,244
Gyo Para Gyoza & Ramen Bar,2120 W Broadway,Ramen,,4.5,868
Silk N Spice,3035 W Broadway,Restaurant,,4.6,30
Raisu,2340 W 4th Ave,Japanese,$$,4.5,1348
Sejuiced Vegetarian Restaurant,1958 W 4th Ave,Restaurant,,4.6,102
Great Wall Mongolian B.B.Q,2897 W Broadway,Mongolian BBQ,$,4.4,360
Au Comptoir,2278 W 4th Ave,French,$$,4.5,621
Olympia Pizza Kits,3205 W Broadway,Pizza,$$,4.2,302
The Rise Eatery,3121 Granville St,Restaurant,$$,4.3,314
Moon Sushi Japanese Restaurant,4385 Dunbar St,Sushi,,4.1,113
Dharma Kitchen,3667 W Broadway,Vegan,$$,4.5,208
Bin 4 Burger Lounge,2996 Granville St,Hamburger,$$,4.5,1351
Breakfast Table,3014 Granville St,Breakfast,$$,4.6,736
Nuba in Kitsilano,3116 W Broadway,Takeout Restaurant,$$,4.2,727
Suika Japanese Restaurant,1626 W Broadway,Izakaya,$$,4.5,1285
White Spot Kitsilano,2518 W Broadway,Family-friendly,$$,4.1,1017
Johnny’s on Oak Restaurant Vancouver,3838 Oak St,Restaurant,$$,4.2,211
Lok's Chinese Restaurant,2436 W 41st Ave,Chinese,,3.4,107
Tandoori Fusion,2872 W Broadway,Indian,$$,4.3,307
Osaka Teppanyaki,1788 W Broadway #103,Seafood,$$,4.4,446
Unchai Restaurant,2351 Burrard St,Thai,$$,4.7,200
Fable Kitchen,1944 W 4th Ave,Restaurant,$$$,4.5,913
Novo Pizzeria & Wine Bar,2118 Burrard St,Italian,$$,4.3,449
Mr. Red Cafe,2680 W Broadway,Vietnamese,$$,4.4,464
Heirloom Vegetarian Restaurant,1509 W 12th Ave,Vegetarian,$$,4.4,1222
Nelly's Grill,2061 W 4th Ave,Breakfast,$,4.4,375
Taste of Thai,3629 W Broadway,Thai,$$,4.5,201
Chi Vegan,1935 W 4th Ave,Vegan,$$,4.3,502
Sahel Market & Restaurant,3207 W Broadway,Persian,$,4.7,184
Trattoria,1850 W 4th Ave,Italian,$$,4.1,971
Yagger's Kitsilano Restaurant,2884 W Broadway,Sports bar,$$,4.3,361
The Naam,2724 W 4th Ave,Vegetarian,$,4.3,2231
Connie's Cook House,2135 W 4th Ave,Chinese Delivery,$,4.2,201
Las Margaritas,1999 W 4th Ave,Takeout Restaurant,$$,4.2,1930
The Stable House Bistro,1520 W 13th Ave,Bistro,$$,4.3,271
delhi6 Indian bistro,1766 W 7th Ave,Indian,$$,4.5,412
Jun Sushi Japanese Restaurant,3309 W Broadway,Japanese,$,4.1,103
Raga Restaurant,1177 W Broadway,Indian,$$,4.6,278
Shizenya Restaurant on Broadway,1333 W Broadway #160,Japanese,$$,4.4,292
Dark Table,2611 W 4th Ave,Restaurant,$$$,4.6,1117
Ken Wyder Vancouver Westside Realtor,5487 West Blvd,Real estate agents,,5.0,28
Sophie's Cosmic Cafe,2095 W 4th Ave,Diner,$$,4.2,1263
Pho Japolo,2807 W Broadway,Pho,$,4.0,298
Cartems Donuts,3040 W Broadway,Donuts,$$,4.5,457
Fiore - South Granville,1485 W 12th Ave,Italian,$$,4.2,102
Napoletana,2576 Arbutus St,Pizza,,3.6,123
Romer's Burger Bar,1873 W 4th Ave,Hamburger,$$,4.1,867
Chewies Smoke & Oyster Bar Kitsilano,2201 W 1st Ave,Oyster Bar,$$,4.2,676
Evelyn's Cafe & Bistro,2176 W Broadway,Bistro,$,4.4,116
Earls Kitchen + Bar,1601 W Broadway,Restaurant,$$,4.0,1389
Ramen Danbo,1833 W 4th Ave,Ramen,$,4.6,1978
Colony Bar Kits,3255 W Broadway,Restaurant,$$,4.2,505
Kyuzo Japanese Restaurant,5701 Granville St #112,Japanese,$$,4.1,163
Pure Delight Café,3236 W Broadway,Vietnamese,,4.1,204
Simpatico Ristorante,2222 W 4th Ave,Greek,$$,4.1,287
BiBo Pizzeria con Cucina,1835 W 4th Ave,Pizza,$$,4.2,383
Maria's Taverna,2324 W 4th Ave,Greek,$$,4.3,294
Peaceful Restaurant,2394 W 4th Ave,Chinese,$$,3.9,469
Maenam,1938 W 4th Ave,Thai,$$$,4.3,695
Mamalee,3144 W Broadway,Malaysian,$,4.0,551
The Ellis,2204 York Ave,Restaurant,$$,4.3,333
Burgoo,4434 W 10th Ave,Bistro,$$,4.3,401
Z&W Shanghai Kitchen 龙餐馆 - 龍上海菜,2126 W Broadway,Shanghainese,,4.2,64
Banana Leaf in Kitsilano,3005 W Broadway,Malaysian,$$,4.2,648
Freshii,1927 W 4th Ave,Restaurant,$$,4.3,90
New Chong Qing Restaurant,2044 W 41st Ave,Chinese,,3.4,71
Thai Basil Restaurant,3271 W Broadway,Thai,$,4.2,289
Shaughnessy Restaurant,5251 Oak St,Restaurant,$$,3.9,399
Freshii,1541 W Broadway,Restaurant,$$,4.4,88
Tractor Everyday Healthy Foods - Kitsilano,1903 W 4th Ave,Health Food,$$,4.2,392
Wild Sushi,4288 Dunbar St,Sushi,$,3.8,81
Tim Hortons,3205 Arbutus St,Restaurant,$,3.3,48
Sabra Kosher Bakery & Restaurant Ltd,3844 Oak St,Kosher,$$,4.5,108
Lin Chinese Cuisine and Tea House,1537 W Broadway,Chinese,$$,4.0,432
Subway,2640 Arbutus St,Sandwich,$,3.5,107
Masa Japanese Restaurant Vancouver,1418 W Broadway,Japanese,$$,4.0,682
Storm Crow Alehouse,1619 W Broadway,Restaurant,$$,4.4,2517
Sushivan,2566 Granville St,Sushi,$,4.2,374
The Wolf & Hound,3617 W Broadway,Irish pub,$$,4.2,563
烫WORLD 麻辣烫,East Blvd CA BC Vancouver,Hot Pot,,3.9,120
Browns Socialhouse Kitsilano,2296 W 4th Ave,Restaurant,$$,4.0,440
Paul's Omelettery Restaurant,2211 Granville St,Breakfast,$$,4.3,829
Osaka Sushi,960 W King Edward Ave,Japanese,$,3.9,239
Hi-Nippon Japanese Restaurant,2274 W 4th Ave,Japanese,$$,4.1,313
Akbar's Own Indian Restaurant,1905 W Broadway,Indian,,4.1,292
Peaceful Restaurant,532 W Broadway #110,Chinese,,4.1,607
Cactus Club Cafe West Broadway,1530 W Broadway,Restaurant,$$,4.3,864
Fresh Donair,1009 Granville St,Fast Food,,4.7,251
Dairy Queen,2601 Broadway W,Fast Food,$,3.8,355
Farmer's Apprentice Restaurant,1535 W 6th Ave,Restaurant,$$,4.3,265
Tojo's Restaurant,1133 W Broadway,Japanese,$$$$,4.2,444
McDonald's,2095 W 41st Ave,Fast Food,$,3.2,1476
Bella Roma Pizzeria & Ristorante,4460 W 10th Ave,Italian,,4.1,165
Red Tuna Japanese Restaurant,3592 W 41st Ave,Japanese,,3.8,228
Happy Lamb Hot Pot Vancouver 快乐小羊,1788 W Broadway,Hot Pot,$$,4.0,578
Bob Likes Thai Food,1521 W Broadway,Thai,$$,4.3,573
Afghan Horsemen Restaurant,1833 Anderson St #202,Afghani,$$,4.3,1234
Freshslice Pizza,2418 Granville St,Pizza,$,4.2,195
Hitoe Sushi gluten free,3347 W 4th Ave,Sushi,$$,4.4,347
Hokkaido Ramen Santouka,558 W Broadway,Ramen,$$,4.4,1565
Denny's,1759 W Broadway,Restaurant,$$,4.0,613
Enigma Urban Eatery & Bar,4397 W 10th Ave,Canadian,$$,3.9,208
Takumi Japanese Restaurant,4422 W 10th Ave,Japanese,$$,4.0,58
The hoke poke,1834 W 4th Ave,Hawaiian,$$,4.3,273
Sushi Inn Japanese restaurant,3772 W 10th Ave,Restaurant,$$,3.7,103
Yanaki Sushi,816 W 6th Ave,Japanese,$$,4.3,197
i-Cafe,2525 Heather St,Hong Kong style fast food restaurant,$$,3.9,414
Dynasty Seafood Restaurant,108-777 W Broadway,Chinese,$$$,4.2,1113
Moderne Burger,865 W Broadway,Hamburger,$$,4.3,450
A&W Canada,777 W Broadway,Hamburger,$,3.9,351
Saku Broadway,548 W Broadway,Japanese,$$,4.4,497
The Boathouse Restaurant,1305 Arbutus St,Restaurant,$$$,4.0,1286
Strike破店,3217 W Broadway,Asian,$,3.8,167
Papaya Hut Restaurant,2435 Burrard St,Thai,$,3.7,119
Pizza Pizza,1893 Cornwall Ave,Pizza,,3.9,100
Tractor Everyday Healthy Foods - Ash & Broadway,601 W Broadway #20,Restaurant,,4.2,218
Sushi Dragon,614 W Broadway,Sushi,$,4.2,438
Ashoka Restaurant,1905 W Broadway,Restaurant,,,
Yolks,546 W Broadway,Breakfast,$$,4.1,1178
Hime Sushi,4490 W 10th Ave,Japanese,,4.1,240
The Happy Halibut,2884 W Broadway,Restaurant,,5.0,5
Kitstaya Sushi,3105 W Broadway,Restaurant,$,3.8,325
Kisokoma Japanese Restaurant,805 W Broadway #112,Japanese,,3.9,186
Green Leaf Sushi,3416 W Broadway,Sushi,$$,4.4,1119
Peking Roasted Duck,2942 W Broadway,Restaurant,,2.6,7
Ro Sushi Japanese Bistro,678 W Broadway,Asian,$,3.9,232
Robba da Matti,1127 Mainland St,Italian,$$,4.3,532
Royal Seoul House Restaurant,1215 W Broadway,Korean,$$,3.8,473
Noodlebox,1867 W 4th Ave,Asian Fusion,$$,3.7,477
Domino's Pizza,1312 Broadway W,Pizza Delivery,$,3.7,127
Panago Pizza,1278 W Broadway,Pizza Delivery,$$,3.8,51
Browns Restaurant Group,3540 West 41st Avenue#207A,Restaurant,,1.0,1
Minato Sushi Restaurant (Vancouver BC,1001 W Broadway #102,Sushi,$,3.7,220
24 Train Express Noodle House,550 Nelson St,Takeout Restaurant,,4.2,373
Banana Leaf Broadway & Willow,820 W Broadway,Malaysian,$$,4.3,1034
Ginger & Chili Restaurant,4409 W 10th Ave,Chinese,,3.7,64
Rogue Kitchen & Wetbar,602 W Broadway,Restaurant,$$,4.0,706
Domino's Pizza,4298 Dunbar St,Pizza Delivery,$,3.4,149
Neverland Tea Salon,3066 W Broadway,Restaurant,$$,4.3,485
Subway,1807 Burrard St #101,Sandwich,$,3.7,140
Freshii,561 W Broadway,Health Food,$$,4.0,137
Panago Pizza,2905 W Broadway,Pizza Delivery,$$,3.4,40
